,subject,OE,TH,OE_TH,TW,PR,OR,TOT,CRD,GRD,PTS1,PTS2
0,214441,030/050,024/050,054/100,--,--,--,54,04,B,06,24
1,214442,036/050,031/050,067/100,--,--,--,67,04,A,08,32
2,214443,026/050,033/050,059/100,--,--,--,59,04,B+,07,28
3,214444,029/050,036/050,065/100,--,--,--,65,04,A,08,32
4,214445,040/050,032/050,072/100,--,--,--,72,04,A+,09,36
5,214446,--,--,--,022/025,028/050,--,66,01,A,08,08
6,214447,--,--,--,023/025,038/050,--,81,02,O,10,20
7,214448,--,--,--,023/025,038/050,--,81,01,O,10,10
8,214449,--,--,--,020/025,--,--,80,01,O,10,10
9,202054A,--,--,--,PP,--,--,PP,00,P,00,00
10,214442,028/050,020/050,048/100,--,--,--,48,04,C,05,20
11,214443,021/050,021/050,042/100,--,--,--,42,04,P,04,16
12,214444,019/050,025/050,044/100,--,--,--,44,04,P,04,16
13,214445,035/050,024/050,059/100,--,--,--,59,04,B+,07,28
14,214446,--,--,--,022/025,021/050,--,57,01,B+,07,07
15,214447,--,--,--,022/025,020/050,--,56,02,B+,07,14
16,214449,--,--,--,019/025,--,--,76,01,A+,09,09
17,202054A,--,--,--,PP,--,--,PP,00,P,00,00
18,214442,034/050,023/050,057/100,--,--,--,57,04,B+,07,28
19,214443,032/050,020/050,052/100,--,--,--,52,04,B,06,24
20,214444,021/050,028/050,049/100,--,--,--,49,04,C,05,20
21,214445,034/050,025/050,059/100,--,--,--,59,04,B+,07,28
22,214446,--,--,--,022/025,026/050,--,64,01,A,08,08
23,214447,--,--,--,021/025,034/050,--,73,02,A+,09,18
24,214448,--,--,--,021/025,040/050,--,81,01,O,10,10
25,214449,--,--,--,020/025,--,--,80,01,O,10,10
26,202054A,--,--,--,PP,--,--,PP,00,P,00,00
27,214441,022/050,035/050,057/100,--,--,--,57,04,B+,07,28
28,214442,022/050,021/050,043/100,--,--,--,43,04,P,04,16
29,214443,027/050,020/050,047/100,--,--,--,47,04,C,05,20
30,214444,035/050,027/050,062/100,--,--,--,62,04,A,08,32
31,214445,036/050,040/050,076/100,--,--,--,76,04,A+,09,36
32,214446,--,--,--,022/025,030/050,--,69,01,A,08,08
33,214447,--,--,--,022/025,038/050,--,80,02,O,10,20
34,214448,--,--,--,023/025,044/050,--,89,01,O,10,10
35,214449,--,--,--,021/025,--,--,84,01,O,10,10
36,202054A,--,--,--,PP,--,--,PP,00,P,00,00
37,214442,017/050,029/050,046/100,--,--,--,46,04,C,05,20
38,214443,032/050,021/050,053/100,--,--,--,53,04,B,06,24
39,214444,030/050,020/050,050/100,--,--,--,50,04,B,06,24
40,214445,033/050,025/050,058/100,--,--,--,58,04,B+,07,28
41,214446,--,--,--,022/025,030/050,--,69,01,A,08,08
42,214447,--,--,--,023/025,044/050,--,89,02,O,10,20
43,214448,--,--,--,023/025,044/050,--,89,01,O,10,10
44,214449,--,--,--,021/025,--,--,84,01,O,10,10
45,202054A,--,--,--,PP,--,--,PP,00,P,00,00
46,214441,020/050,028/050,048/100,--,--,--,48,04,C,05,20
47,214442,032/050,029/050,061/100,--,--,--,61,04,A,08,32
48,214443,022/050,029/050,051/100,--,--,--,51,04,B,06,24
49,214444,024/050,029/050,053/100,--,--,--,53,04,B,06,24
50,214445,026/050,023/050,049/100,--,--,--,49,04,C,05,20
51,214446,--,--,--,023/025,031/050,--,72,01,A+,09,09
52,214447,--,--,--,022/025,020/050,--,56,02,B+,07,14
53,214448,--,--,--,022/025,040/050,--,82,01,O,10,10
54,214449,--,--,--,021/025,--,--,84,01,O,10,10
55,202054A,--,--,--,PP,--,--,PP,00,P,00,00
56,214444,020/050,020/050,040/100,--,--,--,40,04,P,04,16
57,214448,--,--,--,018/025,033/050,--,68,01,A,08,08
58,214449,--,--,--,019/025,--,--,76,01,A+,09,09
59,202054A,--,--,--,PP,--,--,PP,00,P,00,00
60,214442,023/050,027/050,050/100,--,--,--,50,04,B,06,24
61,214443,032/050,020/050,052/100,--,--,--,52,04,B,06,24
62,214444,025/050,025/050,050/100,--,--,--,50,04,B,06,24
63,214445,030/050,023/050,053/100,--,--,--,53,04,B,06,24
64,214446,--,--,--,022/025,031/050,--,70,01,A+,09,09
65,214447,--,--,--,022/025,031/050,--,70,02,A+,09,18
66,214448,--,--,--,022/025,034/050,--,74,01,A+,09,09
67,214449,--,--,--,019/025,--,--,76,01,A+,09,09
68,202054A,--,--,--,PP,--,--,PP,00,P,00,00
69,214441,018/050,023/050,041/100,--,--,--,41,04,P,04,16
70,214442,016/050,028/050,044/100,--,--,--,44,04,P,04,16
71,214443,030/050,021/050,051/100,--,--,--,51,04,B,06,24
72,214444,022/050,029/050,051/100,--,--,--,51,04,B,06,24
73,214445,034/050,031/050,065/100,--,--,--,65,04,A,08,32
74,214446,--,--,--,022/025,022/050,--,58,01,B+,07,07
75,214447,--,--,--,022/025,041/050,--,84,02,O,10,20
76,214448,--,--,--,021/025,036/050,--,76,01,A+,09,09
77,214449,--,--,--,020/025,--,--,80,01,O,10,10
78,202054A,--,--,--,PP,--,--,PP,00,P,00,00
79,214442,028/050,026/050,054/100,--,--,--,54,04,B,06,24
80,214443,030/050,030/050,060/100,--,--,--,60,04,A,08,32
81,214444,016/050,037/050,053/100,--,--,--,53,04,B,06,24
82,214445,036/050,034/050,070/100,--,--,--,70,04,A+,09,36
83,214446,--,--,--,022/025,026/050,--,64,01,A,08,08
84,214447,--,--,--,020/025,032/050,--,69,02,A,08,16
85,214448,--,--,--,021/025,040/050,--,81,01,O,10,10
86,214449,--,--,--,020/025,--,--,80,01,O,10,10
87,202054A,--,--,--,PP,--,--,PP,00,P,00,00
88,214442,023/050,022/050,045/100,--,--,--,45,04,C,05,20
89,214444,020/050,029/050,049/100,--,--,--,49,04,C,05,20
90,214445,025/050,023/050,048/100,--,--,--,48,04,C,05,20
91,214446,--,--,--,017/025,023/050,--,53,01,B,06,06
92,214447,--,--,--,017/025,027/050,--,58,02,B+,07,14
93,214448,--,--,--,017/025,032/050,--,65,01,A,08,08
94,214449,--,--,--,016/025,--,--,64,01,A,08,08
95,202054A,--,--,--,PP,--,--,PP,00,P,00,00
96,214446,--,--,--,022/025,026/050,--,64,01,A,08,08
97,214447,--,--,--,021/025,033/050,--,72,02,A+,09,18
98,214448,--,--,--,021/025,036/050,--,76,01,A+,09,09
99,214449,--,--,--,020/025,--,--,80,01,O,10,10
100,202054A,--,--,--,PP,--,--,PP,00,P,00,00
101,214441,019/050,024/050,043/100,--,--,--,43,04,P,04,16
102,214443,021/050,020/050,041/100,--,--,--,41,04,P,04,16
103,214444,020/050,027/050,047/100,--,--,--,47,04,C,05,20
104,214446,--,--,--,017/025,024/050,--,54,01,B,06,06
105,214447,--,--,--,017/025,024/050,--,54,02,B,06,12
106,214449,--,--,--,016/025,--,--,64,01,A,08,08
107,202054A,--,--,--,PP,--,--,PP,00,P,00,00
108,214444,016/050,025/050,041/100,--,--,--,41,04,P,04,16
109,214446,--,--,--,022/025,021/050,--,57,01,B+,07,07
110,214447,--,--,--,021/025,026/050,--,62,02,A,08,16
111,214448,--,--,--,021/025,034/050,--,73,01,A+,09,09
112,214449,--,--,--,020/025,--,--,80,01,O,10,10
113,202054A,--,--,--,PP,--,--,PP,00,P,00,00
114,214441,027/050,022/050,049/100,--,--,--,49,04,C,05,20
115,214443,025/050,022/050,047/100,--,--,--,47,04,C,05,20
116,214444,019/050,036/050,055/100,--,--,--,55,04,B+,07,28
117,214445,028/050,031/050,059/100,--,--,--,59,04,B+,07,28
118,214446,--,--,--,023/025,030/050,--,70,01,A+,09,09
119,214447,--,--,--,023/025,040/050,--,84,02,O,10,20
120,214448,--,--,--,023/025,037/050,--,80,01,O,10,10
121,214449,--,--,--,021/025,--,--,84,01,O,10,10
122,202054A,--,--,--,PP,--,--,PP,00,P,00,00
123,214442,031/050,031/050,062/100,--,--,--,62,04,A,08,32
124,214443,026/050,025/050,051/100,--,--,--,51,04,B,06,24
125,214444,019/050,042/050,061/100,--,--,--,61,04,A,08,32
126,214445,036/050,037/050,073/100,--,--,--,73,04,A+,09,36
127,214446,--,--,--,023/025,028/050,--,68,01,A,08,08
128,214447,--,--,--,023/025,040/050,--,84,02,O,10,20
129,214448,--,--,--,023/025,045/050,--,90,01,O,10,10
130,214449,--,--,--,019/025,--,--,76,01,A+,09,09
131,202054A,--,--,--,PP,--,--,PP,00,P,00,00
132,214442,027/050,023/050,050/100,--,--,--,50,04,B,06,24
133,214443,028/050,021/050,049/100,--,--,--,49,04,C,05,20
134,214444,023/050,030/050,053/100,--,--,--,53,04,B,06,24
135,214445,027/050,030/050,057/100,--,--,--,57,04,B+,07,28
136,214446,--,--,--,023/025,032/050,--,73,01,A+,09,09
137,214447,--,--,--,021/025,020/050,--,54,02,B,06,12
138,214448,--,--,--,021/025,044/050,--,86,01,O,10,10
139,214449,--,--,--,020/025,--,--,80,01,O,10,10
140,202054A,--,--,--,PP,--,--,PP,00,P,00,00
141,214441,025/050,029/050,054/100,--,--,--,54,04,B,06,24
142,214442,030/050,026/050,056/100,--,--,--,56,04,B+,07,28
143,214443,034/050,020/050,054/100,--,--,--,54,04,B,06,24
144,214444,013/050,031/050,044/100,--,--,--,44,04,P,04,16
145,214445,031/050,028/050,059/100,--,--,--,59,04,B+,07,28
146,214446,--,--,--,022/025,024/050,--,61,01,A,08,08
147,214448,--,--,--,020/025,039/050,--,78,01,A+,09,09
148,214449,--,--,--,021/025,--,--,84,01,O,10,10
149,202054A,--,--,--,PP,--,--,PP,00,P,00,00
150,214441,034/050,022/050,056/100,--,--,--,56,04,B+,07,28
151,214442,029/050,031/050,060/100,--,--,--,60,04,A,08,32
152,214443,026/050,032/050,058/100,--,--,--,58,04,B+,07,28
153,214444,028/050,034/050,062/100,--,--,--,62,04,A,08,32
154,214445,033/050,027/050,060/100,--,--,--,60,04,A,08,32
155,214446,--,--,--,023/025,024/050,--,62,01,A,08,08
156,214447,--,--,--,022/025,043/050,--,86,02,O,10,20
157,214448,--,--,--,023/025,045/050,--,90,01,O,10,10
158,214449,--,--,--,021/025,--,--,84,01,O,10,10
159,202054A,--,--,--,PP,--,--,PP,00,P,00,00
160,214442,021/050,022/050,043/100,--,--,--,43,04,P,04,16
161,214443,023/050,021/050,044/100,--,--,--,44,04,P,04,16
162,214444,016/050,028/050,044/100,--,--,--,44,04,P,04,16
163,214446,--,--,--,023/025,025/050,--,64,01,A,08,08
164,214447,--,--,--,022/025,033/050,--,73,02,A+,09,18
165,214448,--,--,--,022/025,043/050,--,86,01,O,10,10
166,214449,--,--,--,021/025,--,--,84,01,O,10,10
167,202054A,--,--,--,PP,--,--,PP,00,P,00,00
168,214442,027/050,020/050,047/100,--,--,--,47,04,C,05,20
169,214446,--,--,--,017/025,030/050,--,62,01,A,08,08
170,214447,--,--,--,017/025,040/050,--,76,02,A+,09,18
171,214448,--,--,--,016/025,037/050,--,70,01,A+,09,09
172,214449,--,--,--,017/025,--,--,68,01,A,08,08
173,202054A,--,--,--,PP,--,--,PP,00,P,00,00
174,214441,025/050,026/050,051/100,--,--,--,51,04,B,06,24
175,214442,033/050,028/050,061/100,--,--,--,61,04,A,08,32
176,214443,024/050,025/050,049/100,--,--,--,49,04,C,05,20
177,214444,027/050,028/050,055/100,--,--,--,55,04,B+,07,28
178,214445,036/050,032/050,068/100,--,--,--,68,04,A,08,32
179,214446,--,--,--,023/025,030/050,--,70,01,A+,09,09
180,214447,--,--,--,022/025,039/050,--,81,02,O,10,20
181,214448,--,--,--,022/025,039/050,--,81,01,O,10,10
182,214449,--,--,--,021/025,--,--,84,01,O,10,10
183,202054A,--,--,--,PP,--,--,PP,00,P,00,00
184,214441,034/050,028/050,062/100,--,--,--,62,04,A,08,32
185,214442,034/050,031/050,065/100,--,--,--,65,04,A,08,32
186,214443,042/050,030/050,072/100,--,--,--,72,04,A+,09,36
187,214444,039/050,024/050,063/100,--,--,--,63,04,A,08,32
188,214445,034/050,031/050,065/100,--,--,--,65,04,A,08,32
189,214446,--,--,--,024/025,035/050,--,78,01,A+,09,09
190,214447,--,--,--,024/025,044/050,--,90,02,O,10,20
191,214448,--,--,--,024/025,044/050,--,90,01,O,10,10
192,214449,--,--,--,021/025,--,--,84,01,O,10,10
193,202054A,--,--,--,PP,--,--,PP,00,P,00,00
194,214442,017/050,027/050,044/100,--,--,--,44,04,P,04,16
195,214443,026/050,020/050,046/100,--,--,--,46,04,C,05,20
196,214444,028/050,029/050,057/100,--,--,--,57,04,B+,07,28
197,214445,022/050,020/050,042/100,--,--,--,42,04,P,04,16
198,214446,--,--,--,022/025,026/050,--,64,01,A,08,08
199,214447,--,--,--,023/025,035/050,--,77,02,A+,09,18
200,214448,--,--,--,022/025,039/050,--,81,01,O,10,10
201,214449,--,--,--,021/025,--,--,84,01,O,10,10
202,202054A,--,--,--,PP,--,--,PP,00,P,00,00
203,214442,023/050,025/050,048/100,--,--,--,48,04,C,05,20
204,214443,025/050,020/050,045/100,--,--,--,45,04,C,05,20
205,214444,029/050,027/050,056/100,--,--,--,56,04,B+,07,28
206,214446,--,--,--,022/025,024/050,--,61,01,A,08,08
207,214448,--,--,--,020/025,021/050,--,54,01,B,06,06
208,214449,--,--,--,018/025,--,--,72,01,A+,09,09
209,202054A,--,--,--,PP,--,--,PP,00,P,00,00
210,214444,015/050,035/050,050/100,--,--,--,50,04,B,06,24
211,214446,--,--,--,022/025,021/050,--,57,01,B+,07,07
212,214447,--,--,--,021/025,044/050,--,86,02,O,10,20
213,214448,--,--,--,021/025,043/050,--,85,01,O,10,10
214,214449,--,--,--,020/025,--,--,80,01,O,10,10
215,202054A,--,--,--,PP,--,--,PP,00,P,00,00
216,214442,031/050,020/050,051/100,--,--,--,51,04,B,06,24
217,214443,019/050,021/050,040/100,--,--,--,40,04,P,04,16
218,214445,026/050,026/050,052/100,--,--,--,52,04,B,06,24
219,214447,--,--,--,020/025,025/050,--,60,02,A,08,16
220,214448,--,--,--,020/025,043/050,--,84,01,O,10,10
221,214449,--,--,--,019/025,--,--,76,01,A+,09,09
222,202054A,--,--,--,PP,--,--,PP,00,P,00,00
223,214442,019/050,028/050,047/100,--,--,--,47,04,C,05,20
224,214443,034/050,021/050,055/100,--,--,--,55,04,B+,07,28
225,214444,024/050,027/050,051/100,--,--,--,51,04,B,06,24
226,214445,026/050,041/050,067/100,--,--,--,67,04,A,08,32
227,214446,--,--,--,022/025,027/050,--,65,01,A,08,08
228,214447,--,--,--,021/025,026/050,--,62,02,A,08,16
229,214448,--,--,--,021/025,037/050,--,77,01,A+,09,09
230,214449,--,--,--,021/025,--,--,84,01,O,10,10
231,202054A,--,--,--,PP,--,--,PP,00,P,00,00
232,210250,--,--,--,PP,--,--,PP,00,P,00,00
233,214441,028/050,032/050,060/100,--,--,--,60,04,A,08,32
234,214442,023/050,030/050,053/100,--,--,--,53,04,B,06,24
235,214443,035/050,029/050,064/100,--,--,--,64,04,A,08,32
236,214444,020/050,026/050,046/100,--,--,--,46,04,C,05,20
237,214445,023/050,034/050,057/100,--,--,--,57,04,B+,07,28
238,214446,--,--,--,023/025,032/050,--,73,01,A+,09,09
239,214447,--,--,--,022/025,039/050,--,81,02,O,10,20
240,214448,--,--,--,023/025,042/050,--,86,01,O,10,10
241,214449,--,--,--,023/025,--,--,92,01,O,10,10
242,207003,--,--,--,021/025,--,--,84,01,O,10,10
243,214450,024/050,036/050,060/100,--,--,--,60,03,A,08,24
244,214451,011/050,29$/050,040/100,--,--,--,40,04,P,04,16
245,214452,020/050,024/050,044/100,--,--,--,44,04,P,04,16
246,214453,023/050,028/050,051/100,--,--,--,51,04,B,06,24
247,214454,--,--,--,021/025,038/050,--,78,02,A+,09,18
248,214455,--,--,--,022/025,041/050,--,84,02,O,10,20
249,214456,--,--,--,021/025,042/050,--,84,01,O,10,10
250,214458,--,--,--,PP,--,--,PP,00,P,00,00
251,214442,020/050,025/050,045/100,--,--,--,45,04,C,05,20
252,214445,017/050,024/050,041/100,--,--,--,41,04,P,04,16
253,214446,--,--,--,020/025,024/050,--,58,01,B+,07,07
254,214447,--,--,--,018/025,035/050,--,70,02,A+,09,18
255,214448,--,--,--,017/025,035/050,--,69,01,A,08,08
256,214449,--,--,--,018/025,--,--,72,01,A+,09,09
257,202054A,--,--,--,PP,--,--,PP,00,P,00,00
258,214441,026/050,022/050,048/100,--,--,--,48,04,C,05,20
259,214442,019/050,021/050,040/100,--,--,--,40,04,P,04,16
260,214444,020/050,025/050,045/100,--,--,--,45,04,C,05,20
261,214445,025/050,021/050,046/100,--,--,--,46,04,C,05,20
262,214446,--,--,--,021/025,024/050,--,60,01,A,08,08
263,214447,--,--,--,021/025,037/050,--,77,02,A+,09,18
264,214448,--,--,--,020/025,037/050,--,76,01,A+,09,09
265,214449,--,--,--,019/025,--,--,76,01,A+,09,09
266,202054A,--,--,--,PP,--,--,PP,00,P,00,00
267,214442,029/050,025/050,054/100,--,--,--,54,04,B,06,24
268,214443,031/050,023/050,054/100,--,--,--,54,04,B,06,24
269,214444,033/050,022/050,055/100,--,--,--,55,04,B+,07,28
270,214445,029/050,020/050,049/100,--,--,--,49,04,C,05,20
271,214446,--,--,--,022/025,030/050,--,69,01,A,08,08
272,214447,--,--,--,021/025,038/050,--,78,02,A+,09,18
273,214449,--,--,--,022/025,--,--,88,01,O,10,10
274,202054A,--,--,--,PP,--,--,PP,00,P,00,00
275,214449,--,--,--,015/025,--,--,60,01,A,08,08
276,202054A,--,--,--,PP,--,--,PP,00,P,00,00
277,214443,024/050,020/050,044/100,--,--,--,44,04,P,04,16
278,214446,--,--,--,019/025,025/050,--,58,01,B+,07,07
279,214449,--,--,--,017/025,--,--,68,01,A,08,08
280,202054A,--,--,--,PP,--,--,PP,00,P,00,00
281,214441,044/050,020/050,064/100,--,--,--,64,04,A,08,32
282,214442,034/050,035/050,069/100,--,--,--,69,04,A,08,32
283,214443,038/050,029/050,067/100,--,--,--,67,04,A,08,32
284,214444,029/050,031/050,060/100,--,--,--,60,04,A,08,32
285,214445,034/050,032/050,066/100,--,--,--,66,04,A,08,32
286,214446,--,--,--,023/025,038/050,--,81,01,O,10,10
287,214447,--,--,--,023/025,046/050,--,92,02,O,10,20
288,214448,--,--,--,023/025,042/050,--,86,01,O,10,10
289,214449,--,--,--,021/025,--,--,84,01,O,10,10
290,202054A,--,--,--,PP,--,--,PP,00,P,00,00
291,214441,027/050,033/050,060/100,--,--,--,60,04,A,08,32
292,214442,026/050,031/050,057/100,--,--,--,57,04,B+,07,28
293,214443,030/050,026/050,056/100,--,--,--,56,04,B+,07,28
294,214444,022/050,028/050,050/100,--,--,--,50,04,B,06,24
295,214445,033/050,028/050,061/100,--,--,--,61,04,A,08,32
296,214446,--,--,--,021/025,033/050,--,72,01,A+,09,09
297,214447,--,--,--,021/025,045/050,--,88,02,O,10,20
298,214448,--,--,--,021/025,033/050,--,72,01,A+,09,09
299,214449,--,--,--,019/025,--,--,76,01,A+,09,09
300,202054A,--,--,--,PP,--,--,PP,00,P,00,00
301,214441,036/050,024/050,060/100,--,--,--,60,04,A,08,32
302,214442,039/050,028/050,067/100,--,--,--,67,04,A,08,32
303,214443,033/050,022/050,055/100,--,--,--,55,04,B+,07,28
304,214444,033/050,024/050,057/100,--,--,--,57,04,B+,07,28
305,214445,032/050,033/050,065/100,--,--,--,65,04,A,08,32
306,214446,--,--,--,023/025,036/050,--,78,01,A+,09,09
307,214447,--,--,--,023/025,035/050,--,77,02,A+,09,18
308,214448,--,--,--,023/025,040/050,--,84,01,O,10,10
309,214449,--,--,--,021/025,--,--,84,01,O,10,10
310,202054A,--,--,--,PP,--,--,PP,00,P,00,00
311,214441,030/050,024/050,054/100,--,--,--,54,04,B,06,24
312,214442,028/050,021/050,049/100,--,--,--,49,04,C,05,20
313,214443,029/050,023/050,052/100,--,--,--,52,04,B,06,24
314,214445,024/050,026/050,050/100,--,--,--,50,04,B,06,24
315,214446,--,--,--,021/025,035/050,--,74,01,A+,09,09
316,214447,--,--,--,022/025,037/050,--,78,02,A+,09,18
317,214448,--,--,--,021/025,040/050,--,81,01,O,10,10
318,214449,--,--,--,020/025,--,--,80,01,O,10,10
319,202054A,--,--,--,PP,--,--,PP,00,P,00,00
320,214444,026/050,020/050,046/100,--,--,--,46,04,C,05,20
321,214447,--,--,--,019/025,030/050,--,65,02,A,08,16
322,214449,--,--,--,017/025,--,--,68,01,A,08,08
323,202054A,--,--,--,PP,--,--,PP,00,P,00,00
324,214442,033/050,023/050,056/100,--,--,--,56,04,B+,07,28
325,214444,019/050,023/050,042/100,--,--,--,42,04,P,04,16
326,214445,026/050,020/050,046/100,--,--,--,46,04,C,05,20
327,214449,--,--,--,018/025,--,--,72,01,A+,09,09
328,202054A,--,--,--,PP,--,--,PP,00,P,00,00
329,214449,--,--,--,016/025,--,--,64,01,A,08,08
330,202054A,--,--,--,PP,--,--,PP,00,P,00,00
331,214441,026/050,020/050,046/100,--,--,--,46,04,C,05,20
332,214442,022/050,025/050,047/100,--,--,--,47,04,C,05,20
333,214443,034/050,020/050,054/100,--,--,--,54,04,B,06,24
334,214444,023/050,031/050,054/100,--,--,--,54,04,B,06,24
335,214446,--,--,--,021/025,025/050,--,61,01,A,08,08
336,214447,--,--,--,020/025,020/050,--,53,02,B,06,12
337,214448,--,--,--,021/025,037/050,--,77,01,A+,09,09
338,214449,--,--,--,016/025,--,--,64,01,A,08,08
339,202054A,--,--,--,PP,--,--,PP,00,P,00,00
340,214449,--,--,--,016/025,--,--,64,01,A,08,08
341,202054A,--,--,--,PP,--,--,PP,00,P,00,00
342,214446,--,--,--,015/025,021/050,--,48,01,C,05,05
343,214448,--,--,--,014/025,028/050,--,56,01,B+,07,07
344,214449,--,--,--,014/025,--,--,56,01,B+,07,07
345,202054A,--,--,--,PP,--,--,PP,00,P,00,00
346,214441,029/050,029/050,058/100,--,--,--,58,04,B+,07,28
347,214442,034/050,025/050,059/100,--,--,--,59,04,B+,07,28
348,214443,039/050,028/050,067/100,--,--,--,67,04,A,08,32
349,214444,019/050,030/050,049/100,--,--,--,49,04,C,05,20
350,214446,--,--,--,021/025,038/050,--,78,01,A+,09,09
351,214447,--,--,--,022/025,035/050,--,76,02,A+,09,18
352,214448,--,--,--,021/025,034/050,--,73,01,A+,09,09
353,214449,--,--,--,021/025,--,--,84,01,O,10,10
354,202054A,--,--,--,PP,--,--,PP,00,P,00,00
355,214446,--,--,--,020/025,026/050,--,61,01,A,08,08
356,214447,--,--,--,021/025,022/050,--,57,02,B+,07,14
357,214449,--,--,--,018/025,--,--,72,01,A+,09,09
358,202054A,--,--,--,PP,--,--,PP,00,P,00,00
359,214441,016/050,027/050,043/100,--,--,--,43,04,P,04,16
360,214444,027/050,032/050,059/100,--,--,--,59,04,B+,07,28
361,214445,030/050,032/050,062/100,--,--,--,62,04,A,08,32
362,214446,--,--,--,021/025,026/050,--,62,01,A,08,08
363,214447,--,--,--,021/025,041/050,--,82,02,O,10,20
364,214448,--,--,--,020/025,039/050,--,78,01,A+,09,09
365,214449,--,--,--,020/025,--,--,80,01,O,10,10
366,202054A,--,--,--,PP,--,--,PP,00,P,00,00
367,210250,--,--,--,PP,--,--,PP,00,P,00,00
368,214441,030/050,027/050,057/100,--,--,--,57,04,B+,07,28
369,214442,023/050,021/050,044/100,--,--,--,44,04,P,04,16
370,214443,034/050,022/050,056/100,--,--,--,56,04,B+,07,28
371,214444,017/050,027/050,044/100,--,--,--,44,04,P,04,16
372,214445,019/050,026/050,045/100,--,--,--,45,04,C,05,20
373,214446,--,--,--,018/025,029/050,--,62,01,A,08,08
374,214447,--,--,--,018/025,027/050,--,60,02,A,08,16
375,214448,--,--,--,019/025,035/050,--,72,01,A+,09,09
376,214449,--,--,--,020/025,--,--,80,01,O,10,10
377,207003,040/050,038/050,078/100,--,--,--,78,04,A+,09,36
378,207003,--,--,--,018/025,--,--,72,01,A+,09,09
379,214450,032/050,025/050,057/100,--,--,--,57,03,B+,07,21
380,214452,030/050,025/050,055/100,--,--,--,55,04,B+,07,28
381,214454,--,--,--,018/025,032/050,--,66,02,A,08,16
382,214455,--,--,--,019/025,028/050,--,62,02,A,08,16
383,214456,--,--,--,021/025,040/050,--,81,01,O,10,10
384,214458,--,--,--,PP,--,--,PP,00,P,00,00
385,214442,029/050,020/050,049/100,--,--,--,49,04,C,05,20
386,214447,--,--,--,018/025,022/050,--,53,02,B,06,12
387,214449,--,--,--,017/025,--,--,68,01,A,08,08
388,202054A,--,--,--,PP,--,--,PP,00,P,00,00
389,214441,035/050,027/050,062/100,--,--,--,62,04,A,08,32
390,214442,032/050,023/050,055/100,--,--,--,55,04,B+,07,28
391,214443,036/050,020/050,056/100,--,--,--,56,04,B+,07,28
392,214444,024/050,022/050,046/100,--,--,--,46,04,C,05,20
393,214446,--,--,--,023/025,026/050,--,65,01,A,08,08
394,214447,--,--,--,022/025,020/050,--,56,02,B+,07,14
395,214449,--,--,--,023/025,--,--,92,01,O,10,10
396,202054A,--,--,--,PP,--,--,PP,00,P,00,00
397,214442,023/050,020/050,043/100,--,--,--,43,04,P,04,16
398,214443,032/050,029/050,061/100,--,--,--,61,04,A,08,32
399,214445,022/050,020/050,042/100,--,--,--,42,04,P,04,16
400,214446,--,--,--,021/025,028/050,--,65,01,A,08,08
401,214447,--,--,--,022/025,026/050,--,64,02,A,08,16
402,214448,--,--,--,022/025,033/050,--,73,01,A+,09,09
403,214449,--,--,--,020/025,--,--,80,01,O,10,10
404,202054A,--,--,--,PP,--,--,PP,00,P,00,00
405,210250,--,--,--,PP,--,--,PP,00,P,00,00
406,214441,032/050,027/050,059/100,--,--,--,59,04,B+,07,28
407,214442,030/050,024/050,054/100,--,--,--,54,04,B,06,24
408,214443,029/050,022/050,051/100,--,--,--,51,04,B,06,24
409,214444,029/050,034/050,063/100,--,--,--,63,04,A,08,32
410,214445,034/050,022/050,056/100,--,--,--,56,04,B+,07,28
411,214446,--,--,--,021/025,022/050,--,57,01,B+,07,07
412,214447,--,--,--,021/025,040/050,--,81,02,O,10,20
413,214448,--,--,--,023/025,036/050,--,78,01,A+,09,09
414,214449,--,--,--,023/025,--,--,92,01,O,10,10
415,207003,035/050,021/050,056/100,--,--,--,56,04,B+,07,28
416,207003,--,--,--,017/025,--,--,68,01,A,08,08
417,214450,031/050,027/050,058/100,--,--,--,58,03,B+,07,21
418,214452,021/050,026/050,047/100,--,--,--,47,04,C,05,20
419,214454,--,--,--,016/025,027/050,--,57,02,B+,07,14
420,214455,--,--,--,018/025,039/050,--,76,02,A+,09,18
421,214456,--,--,--,017/025,043/050,--,80,01,O,10,10
422,214458,--,--,--,PP,--,--,PP,00,P,00,00
423,214441,036/050,026/050,062/100,--,--,--,62,04,A,08,32
424,214442,027/050,020/050,047/100,--,--,--,47,04,C,05,20
425,214443,036/050,022/050,058/100,--,--,--,58,04,B+,07,28
426,214444,027/050,034/050,061/100,--,--,--,61,04,A,08,32
427,214445,035/050,023/050,058/100,--,--,--,58,04,B+,07,28
428,214446,--,--,--,020/025,030/050,--,66,01,A,08,08
429,214447,--,--,--,020/025,032/050,--,69,02,A,08,16
430,214448,--,--,--,019/025,036/050,--,73,01,A+,09,09
431,214449,--,--,--,022/025,--,--,88,01,O,10,10
432,202054A,--,--,--,PP,--,--,PP,00,P,00,00
433,214441,028/050,026/050,054/100,--,--,--,54,04,B,06,24
434,214442,031/050,027/050,058/100,--,--,--,58,04,B+,07,28
435,214443,032/050,031/050,063/100,--,--,--,63,04,A,08,32
436,214444,018/050,044/050,062/100,--,--,--,62,04,A,08,32
437,214445,037/050,029/050,066/100,--,--,--,66,04,A,08,32
438,214446,--,--,--,022/025,027/050,--,65,01,A,08,08
